Timestamp,In which faculty are you based?,Which of the following organisations usually fund your research?,What is your job title?,Do you use research software?,How important is research software to your work?,Have you developed your own research software?,How do you rate your software development expertise?,Do you feel that you have received sufficient training to develop reliable software?,Would you be interested in the university helping you commercialise some of your research software?,Do you feel that your research software is ready to be shared with a commercial partner?,"Have you used IRIDIS, the University's high-performance computing (HPC) system?",How confident are you with the following technologies? [Version control],How confident are you with the following technologies? [Continuous integration],How confident are you with the following technologies? [Unit testing],How would you rate the university's current level of support for your software-development needs?,Have you or someone in your group ever hired someone specifically to develop software?,Have you ever included costs for software development in a funding proposal?,How suitable would the following models be for your software development needs? [Hire a full-time software developer],How suitable would the following models be for your software development needs? [Recruit a developer from a central Southampton pool as needed]
2019/06/14 11:01:12 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Fellow Researcher,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Unsuitable
2019/06/14 11:03:58 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:04:04 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:04:26 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,4,No,,,,,,,,,,No,Yes,Unsuitable,Suitable
2019/06/14 11:07:09 am CET,Faculty of Engineering and Physical Sciences,"EPSRC;NIHR;Action on Hearing Loss, Oticon foundation",Associate Professor,Yes,4,Yes,4,No,No,,PhD students have,Not confident,Not heard of it,Not confident,1,Yes,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 11:09:06 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,No,No,No,"No, but I would like to use IRIDIS in the future",Not confident,Not confident,Not confident,4,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:10:21 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Overdog,Yes,5,Yes,5,No,No,Yes,Yes,Confident,Not heard of it,Not confident,3,Yes,Yes,Perfect,Unsuitable
2019/06/14 11:11:18 am CET,Faculty of Engineering and Physical Sciences,Horizon 2020,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/14 11:11:39 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:11:53 am CET,Faculty of Engineering and Physical Sciences,EPSRC;Industrial sponsor (non-disclosable),PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:11:59 am CET,Faculty of Engineering and Physical Sciences,"Innovative UK, EU Framework programmes, Industrial partner",Senior Research Fellow,Yes,5,Yes,3,No,No,,Yes,Not confident,Not confident,Not confident,3,No,Yes;No (but we DID expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:12:00 am CET,Faculty of Medicine,NIHR,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:12:22 am CET,Faculty of Medicine,BBSRC;MRC;NIHR,Lecturer,Yes,5,Yes,3,No,No,,Yes,Confident,Not heard of it,Not heard of it,4,Yes,Yes,Unsuitable,Perfect
2019/06/14 11:12:34 am CET,Faculty of Medicine,NIHR,,Yes,5,Yes,2,No,No,,Yes,Not confident,Not confident,Not confident,1,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:12:44 am CET,Faculty of Medicine,MRC;NIHR,Professor,Yes,5,No,,,,,,,,,,Yes,Yes,Unsuitable,Suitable
2019/06/14 11:12:51 am CET,Faculty of Medicine,NICE,Senior Research Fellow,Yes,4,No,,,,,,,,,,No,No (but we DID expect to write software as part of the project),Suitable,Unsuitable
2019/06/14 11:14:15 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,Yes,Yes,No,Yes,Very confident,Confident,Confident,4,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:14:52 am CET,Faculty of Medicine,NIHR,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (but we DID expect to write software as part of the project),Suitable,Suitable
2019/06/14 11:15:17 am CET,Faculty of Arts and Humanities,Self funded,Other,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:15:46 am CET,Faculty of Medicine,"NIHR;Diabetes UK, Novo Nordisk",Professor,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2019/06/14 11:16:00 am CET,Faculty of Medicine,MRC;NIHR;British Heart Foundation;Cancer Research UK,Professorial Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/14 11:16:07 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Professorial Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 11:16:11 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,Yes,No,,Yes,Very confident,Not confident,Not confident,3,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:16:17 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,Yes,3,No,Yes,No,Yes,Not confident,Not confident,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:16:41 am CET,Faculty of Medicine,Cancer Research UK;Wellcome Trust;industry,Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:16:55 am CET,Faculty of Medicine,,clinical training fellow,Yes,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 11:17:54 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Lecturer,Yes,5,Yes,5,No,Yes,No,Yes,Very confident,Not heard of it,Not confident,3,No,No (but we DID expect to write software as part of the project),Suitable,Suitable
2019/06/14 11:18:04 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Associate Professor,Yes,5,Yes,4,No,No,Yes,"No, I do not require HPC in my research",Confident,Confident,Confident,3,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 11:18:14 am CET,Faculty of Medicine,MRC,PhD student,Yes,3,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:18:37 am CET,Faculty of Engineering and Physical Sciences,,Research Fellow,Yes,5,Yes,5,Yes,No,,"No, I do not require HPC in my research",Very confident,Very confident,Confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:18:57 am CET,Faculty of Medicine,MRC;British Heart Foundation;Cancer Research UK;Wellcome Trust,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/14 11:19:35 am CET,Faculty of Medicine,MRC;Cancer Research UK,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Perfect
2019/06/14 11:20:59 am CET,Faculty of Medicine,MRC;NIHR;Wellcome Trust,,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Perfect,Suitable
2019/06/14 11:21:22 am CET,Faculty of Engineering and Physical Sciences,EC,Associate Professor,Yes,3,Yes,3,No,No,No,"No, I do not require HPC in my research",Not heard of it,Not heard of it,Not heard of it,3,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:22:04 am CET,Faculty of Medicine,Alzheimer's Research UK,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 11:22:18 am CET,Faculty of Engineering and Physical Sciences,EPSRC;SPI Lasers,PhD student,Yes,5,Yes,3,Yes,No,No,"No, I do not require HPC in my research",Confident,Not heard of it,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:22:55 am CET,Faculty of Medicine,,PhD student,Yes,5,Yes,4,Yes,No,,Yes,Confident,Not confident,Not confident,4,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:23:01 am CET,Faculty of Engineering and Physical Sciences,ERC,Senior Research Fellow,Yes,5,No,,,,,,,,,,Yes,Yes,Suitable,Suitable
2019/06/14 11:23:56 am CET,Faculty of Engineering and Physical Sciences,VC scholarship & A*STAR,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,Suitable
2019/06/14 11:24:27 am CET,Faculty of Medicine,NIHR,Associate Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/14 11:24:36 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Professor,Yes,5,Yes,5,Yes,No,No,"No, I use other HPC facilities",Not heard of it,Confident,Very confident,1,Yes,Yes,Suitable,Unsuitable
2019/06/14 11:25:35 am CET,Faculty of Medicine,Cancer Research UK,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/14 11:25:45 am CET,Faculty of Engineering and Physical Sciences,MoD,Research Fellow,Yes,4,No,,,,,,,,,,Yes,Yes,Suitable,Suitable
2019/06/14 11:26:26 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Lecturer,Yes,5,Yes,5,No,No,,Yes,Very confident,Very confident,Very confident,3,No,No (but we DID expect to write software as part of the project),Unsuitable,Perfect
2019/06/14 11:26:33 am CET,Faculty of Medicine,Psoriasis association & Gerald Kerkut Charitable Trust,PhD student,Yes,3,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:27:31 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:27:45 am CET,Faculty of Engineering and Physical Sciences,"EPSRC;Leverhulme, CDTs, VC Scholarship",Associate Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:28:31 am CET,Faculty of Engineering and Physical Sciences,EPSRC;ESRC;Cancer Research UK;Wellcome Trust,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Perfect
2019/06/14 11:29:43 am CET,Faculty of Medicine,Colciencias,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:30:30 am CET,Faculty of Engineering and Physical Sciences,CONACyT,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:31:13 am CET,Faculty of Social Sciences,ESRC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,Suitable
2019/06/14 11:31:35 am CET,Faculty of Medicine,"BBSRC;MRC;Wellbing of women, Kerkut trust",Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/14 11:31:40 am CET,Faculty of Engineering and Physical Sciences,European Research Council,Professor,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:31:42 am CET,Faculty of Social Sciences,EPSRC,PhD student,Yes,4,Yes,4,No,No,,"No, but I would like to use IRIDIS in the future",Confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:32:03 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:32:13 am CET,Faculty of Social Sciences,,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:32:36 am CET,Faculty of Social Sciences,ESRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:32:37 am CET,Faculty of Social Sciences,ESRC,PhD student,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:35:07 am CET,Faculty of Social Sciences,Self funded / Corporates,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:35:22 am CET,Faculty of Medicine,MRC,PhD student,Yes,5,Yes,2,No,No,,Yes,Not heard of it,Not heard of it,Not heard of it,2,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:35:41 am CET,Faculty of Arts and Humanities,,Lecturer,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,Suitable
2019/06/14 11:36:29 am CET,Faculty of Medicine,BBSRC;MRC,Associate Professor,Yes,3,No,,,,,,,,,,No,Yes,Unsuitable,Perfect
2019/06/14 11:37:32 am CET,Faculty of Engineering and Physical Sciences,Indonesia,Other,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:38:25 am CET,Faculty of Engineering and Physical Sciences,,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:39:09 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,No,Yes,No,"No, but I would like to use IRIDIS in the future",Not confident,Not heard of it,Not heard of it,3,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:40:56 am CET,Faculty of Social Sciences,Saudi Embassy,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/14 11:41:05 am CET,Faculty of Medicine,BBSRC;EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:41:36 am CET,Faculty of Medicine,,Research Fellow,Yes,4,No,,,,,,,,,,Yes,Yes,,Perfect
2019/06/14 11:46:16 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Professor,Yes,5,Yes,4,No,No,,"No, but I would like to use IRIDIS in the future",Confident,Not heard of it,Not heard of it,4,Yes,No (but we DID expect to write software as part of the project),Suitable,Unsuitable
2019/06/14 11:48:19 am CET,Faculty of Medicine,BBSRC;Unilever,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:49:07 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Associate Professor,Yes,5,No,,,,,,,,,,Yes,Yes,Unsuitable,Unsuitable
2019/06/14 11:49:15 am CET,Faculty of Social Sciences,Southampton Vice Chancellor's Scholarship,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:49:56 am CET,Faculty of Medicine,Cancer Research UK;Wellcome Trust,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:49:57 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,1,No,No,No,"No, but I would like to use IRIDIS in the future",Not confident,Not heard of it,Not confident,1,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:51:09 am CET,Faculty of Medicine,"BBSRC;NIHR;Wellcome Trust;ARUK, industry",Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 11:51:12 am CET,Faculty of Environmental and Life Sciences,I am an EdD student and am part self-funded; part funded by UoS,Senior Teaching Fellow,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/14 11:51:51 am CET,Faculty of Medicine,Cancer Research UK,Research Fellow,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Perfect
2019/06/14 11:52:07 am CET,Faculty of Medicine,Self funded as we are an enterprise unit,Head of Knowledge,Yes,5,Yes,5,Yes,Yes,Yes,"No, I do not require HPC in my research",Very confident,Very confident,Very confident,4,Yes,No (I'm not involved in writing funding proposals),Perfect,Perfect
2019/06/14 11:52:13 am CET,Faculty of Social Sciences,ESRC,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 11:53:30 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,Yes,No,,"No, I do not require HPC in my research",Not confident,Not confident,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 11:54:57 am CET,Faculty of Social Sciences,EPSRC;ESRC,Research Fellow,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Perfect,Perfect
2019/06/14 11:56:23 am CET,Faculty of Engineering and Physical Sciences,EPSRC;ESRC,Other,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 11:56:28 am CET,Faculty of Social Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,Yes,No (but we DID expect to write software as part of the project),,Perfect
2019/06/14 11:57:42 am CET,Faculty of Medicine,BBSRC,Research Fellow,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/14 11:59:59 am CET,Faculty of Social Sciences,,PhD student,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 12:00:49 pm CET,Faculty of Medicine,NIHR,,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,Suitable
2019/06/14 12:03:55 pm CET,Faculty of Engineering and Physical Sciences,EPSRC;European Union #bollocksToBrexit,Research Fellow,Yes,5,Yes,5,Yes,No,No,"No, I do not require HPC in my research",Very confident,Confident,Confident,1,Yes,Yes,Unsuitable,Suitable
2019/06/14 12:04:26 pm CET,Faculty of Social Sciences,,PhD student,Yes,2,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/14 12:05:23 pm CET,Faculty of Environmental and Life Sciences,NIHR,Research Fellow,Yes,5,Yes,3,No,Yes,No,"No, but I would like to use IRIDIS in the future",Not confident,Not confident,Not confident,2,Yes,No (but we DID expect to write software as part of the project),Suitable,Perfect
2019/06/14 12:05:32 pm CET,Faculty of Engineering and Physical Sciences,BBSRC;EPSRC;Wellcome Trust;Commercial activities,Principal Scientist,Yes,5,Yes,4,Yes,No,,Yes,Very confident,Confident,Confident,4,Yes,Yes;No (but we DID expect to write software as part of the project),Suitable,Suitable
2019/06/14 12:07:24 pm CET,Faculty of Engineering and Physical Sciences,EPSRC;NERC;Wellcome Trust,Senior Research Fellow,Yes,5,Yes,4,Yes,No,,Yes,Very confident,Confident,Confident,3,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 12:07:37 pm CET,Faculty of Engineering and Physical Sciences,MRC,PhD student,Yes,5,Yes,3,No,Yes,No,"No, I do not require HPC in my research",Not confident,Not heard of it,Not heard of it,1,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 12:12:36 pm CET,Faculty of Social Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 12:14:18 pm CET,Faculty of Engineering and Physical Sciences,,PhD student,Yes,5,Yes,5,No,Yes,Yes,"No, I do not require HPC in my research",Confident,Confident,Confident,3,Yes,No (but we DID expect to write software as part of the project),Perfect,Suitable
2019/06/14 12:15:09 pm CET,Faculty of Engineering and Physical Sciences,Horizon 2020,Research Fellow,Yes,5,Yes,3,Yes,Yes,No,"No, but I would like to use IRIDIS in the future",Not confident,Not heard of it,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 12:16:40 pm CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,5,Yes,No,,Yes,Very confident,Very confident,Very confident,2,Yes,No (I'm not involved in writing funding proposals),Perfect,Unsuitable
2019/06/14 12:16:53 pm CET,Faculty of Medicine,BBSRC,Research Fellow,Yes,5,No,,,,,,,,,,Yes,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/14 12:17:01 pm CET,Faculty of Engineering and Physical Sciences,AWE Plc,Applied Scientist,Yes,5,Yes,4,No,Yes,No,"No, I use other HPC facilities",Confident,Not confident,Not confident,3,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 12:17:39 pm CET,Faculty of Medicine,NIHR,Specialty Registrar in Public Health,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/14 12:18:23 pm CET,Faculty of Medicine,NHS,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 12:18:33 pm CET,Faculty of Medicine,NHS,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 12:18:45 pm CET,Faculty of Engineering and Physical Sciences,EPSRC;STFC,PhD student,Yes,5,Yes,2,No,No,,Yes,Not confident,Not confident,Not confident,4,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 12:19:39 pm CET,Faculty of Medicine,MRC;NIHR,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,Perfect
2019/06/14 12:19:45 pm CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,Yes,No,,"No, I use other HPC facilities",Very confident,Very confident,Confident,4,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 12:19:50 pm CET,Faculty of Environmental and Life Sciences,"EPSRC;NERC;Royal Society, EU FP / H2020",Professor,Yes,4,No,,,,,,,,,,Yes,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 12:24:26 pm CET,Faculty of Medicine,,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 12:26:24 pm CET,Faculty of Social Sciences,ESRC,PhD student,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 12:28:05 pm CET,Faculty of Engineering and Physical Sciences,AXA Research Fund,PhD student,Yes,5,Yes,5,Yes,No,,"No, I do not require HPC in my research",Very confident,Very confident,Very confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 12:31:17 pm CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 12:32:15 pm CET,Faculty of Social Sciences,EPSRC,Research Fellow,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 12:32:30 pm CET,Faculty of Social Sciences,,DBA Candidate,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/14 12:35:25 pm CET,Faculty of Engineering and Physical Sciences,Royal Society,Research Fellow,Yes,2,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 12:35:43 pm CET,Faculty of Medicine,MRC,Professor,Yes,5,No,,,,,,,,,,Yes,No (but we DID expect to write software as part of the project),Suitable,Suitable
2019/06/14 12:37:44 pm CET,Faculty of Engineering and Physical Sciences,STFC,Research Fellow,Yes,5,Yes,4,No,No,No,Yes,Confident,Not confident,Not confident,3,No,No (but we DID expect to write software as part of the project),Suitable,Perfect
2019/06/14 12:42:06 pm CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 12:46:50 pm CET,Faculty of Medicine,BBSRC;EPSRC;MRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals);No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 12:47:00 pm CET,Faculty of Engineering and Physical Sciences,NERC;Leverhulme Trust,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/14 12:47:31 pm CET,Faculty of Social Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/14 12:48:02 pm CET,Faculty of Social Sciences,ESRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 12:49:39 pm CET,Faculty of Social Sciences,,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 12:51:44 pm CET,Faculty of Engineering and Physical Sciences,EU,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 12:53:17 pm CET,Faculty of Social Sciences,ESRC,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 12:53:32 pm CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,Yes,4,Yes,No,,Yes,Confident,Confident,Confident,4,No,Yes,Unsuitable,Unsuitable
2019/06/14 12:58:12 pm CET,Faculty of Medicine,MRC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 1:00:40 pm CET,Faculty of Engineering and Physical Sciences,STFC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Perfect,Suitable
2019/06/14 1:02:58 pm CET,Faculty of Medicine,European Commission,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 1:05:52 pm CET,Faculty of Environmental and Life Sciences,NIHR,Senior Research Fellow,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 1:11:31 pm CET,Faculty of Environmental and Life Sciences,ESRC;DFID,Professor,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/14 1:11:59 pm CET,Faculty of Medicine,British Heart Foundation,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 1:13:26 pm CET,Faculty of Social Sciences,EPSRC;MRC;Cancer Research UK;Wellcome Trust,PhD student,Yes,5,Yes,4,Yes,No,,"No, I do not require HPC in my research",Confident,Confident,Confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 1:16:34 pm CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Unsuitable
2019/06/14 1:18:40 pm CET,Faculty of Medicine,Wellcome Trust,Associate Dean,No,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/14 1:22:27 pm CET,Faculty of Environmental and Life Sciences,AHRC,,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
